BOROUGH,TAX BLOCK,TAX LOT,BBL,BILLBBL,CD,HOUSE NUMBER,STREET NAME,ADDRESS,PARCEL NAME,AGENCY,USE CODE,USE TYPE,OWNERSHIP,CATEGORY,EXPANDED CATEGORY CODE,EXPANDED CATEGORY DESCRIPTION,LEASED PROPERTIES,FINAL COMMITMENT,AGREEMENT,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,GEOM
4,15829,11,4158290011,4158290011,414,306,BEACH   40 STREET,306 BEACH   40 STREET,NEW PUBLIC SCHOOL,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1047616,155995,40.59462,-73.771834,POINT (-73.771834 40.59462)
5,3551,140,5035510140,5035510140,502,1919,HYLAN BOULEVARD,1919 HYLAN BOULEVARD,,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,P,1,3,CULTURAL & RECREATIONAL USE,,,,957313,151701,40.58302,-74.096977,POINT (-74.096977 40.58302)
2,2427,12,2024270012,2024270012,204,1252,CLAY AVENUE,1252 CLAY AVENUE,CLAREMONT 4 HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1009214,242898,40.833339,-73.909788,POINT (-73.909788 40.833339)
3,1470,148,3014700148,3014700148,316,,ST JOHNS PLACE,ST JOHNS PLACE,HOWARD AVENUE - PARK PLACE,NYCHA,479,OTHER OPEN SPACE,O,1,3,CULTURAL & RECREATIONAL USE,,,,1006285,183557,40.670471,-73.920567,POINT (-73.920567 40.670471)
3,3903,1,3039030001,3039030001,305,,HIGHLAND PLACE,HIGHLAND PLACE,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1016988,188890,40.685076,-73.881958,POINT (-73.881958 40.685076)
3,6549,24,3065490024,3065490024,312,6006,23 AVENUE,6006 23 AVENUE,PS 226 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,990597,163500,40.615444,-73.977139,POINT (-73.977139 40.615444)
4,8114,110,4081140110,4081140110,411,,243 STREET,243 STREET,UDALLS RAVINE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,P,1,3,CULTURAL & RECREATIONAL USE,,,,1055244,219998,40.770235,-73.743693,POINT (-73.743693 40.770235)
5,1955,300,5019550300,5019550300,502,,,,FARM COLONY,DCAS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,945258,156561,40.596315,-74.140404,POINT (-74.140404 40.596315)
5,4803,26,5048030026,5048030026,595,,TARLTON STREET,TARLTON STREET,GREAT KILLS PARK   R-16,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952753,139811,40.550369,-74.113338,POINT (-74.113338 40.550369)
2,2732,81,2027320081,2027320081,202,1035,LONGWOOD AVENUE,1035 LONGWOOD AVENUE,41 PRECINCT,NYPD,510,POLICE STATION,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1013197,236634,40.816134,-73.895422,POINT (-73.895422 40.816134)
5,5799,28,5057990028,5057990028,503,,ROSALIE AVENUE,ROSALIE AVENUE,ARDEN HEIGHTS WOODS  R-120,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,930447,143695,40.560922,-74.193634,POINT (-74.193634 40.560922)
1,2197,80,1021970080,1021970080,112,4055,9 AVENUE,4055 9 AVENUE,HARLEM SALT STORAGE,SANIT,1011,OUTDOOR STORAGE - BULK MATERIAL,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1008792,256080,40.869521,-73.911265,POINT (-73.911265 40.869521)
2,3981,2,2039810002,2039810002,210,9,LANE AVENUE,9 LANE AVENUE,HUNTINGTON FREE LIBRARY,NYPL,332,BRANCH LIBRARY,P,1,3,CULTURAL & RECREATIONAL USE,,,,1027455,245324,40.839928,-73.843855,POINT (-73.843855 40.839928)
3,4777,17,3047770017,3047770017,317,5601,AVENUE D,5601 AVENUE D,HARRY MAZE MEMORIAL PARK,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1005569,173700,40.643418,-73.923179,POINT (-73.923179 40.643418)
1,260,1,1002600001,1002600001,103,70,GOUVERNEUR STREET,70 GOUVERNEUR STREET,VLADECK HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,988998,198801,40.712339,-73.982873,POINT (-73.982873 40.712339)
4,5350,30,4053500030,4053500030,407,,AUBURNDALE LANE,AUBURNDALE LANE,,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,S,1040988,216221,40.759971,-73.795193,POINT (-73.795193 40.759971)
3,1738,1,3017380001,3017380001,303,640,PARK AVENUE,640 PARK AVENUE,MARCY HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,997807,193037,40.696509,-73.95111,POINT (-73.95111 40.696509)
4,12901,313,4129010313,4129010313,413,,223 STREET,223 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1055315,187902,40.682139,-73.743776,POINT (-73.743776 40.682139)
2,5716,501,2057160501,2057160501,208,,HARLEM RIVER AT NEW Y,HARLEM RIVER AT NEW Y,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1005431,259409,40.878667,-73.923406,POINT (-73.923406 40.878667)
1,1596,1,1015960001,1015960001,110,70,WEST  115 STREET,70 WEST  115 STREET,KING-TOWERS,NYCHA,510,POLICE STATION,O,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,998334,230622,40.799669,-73.949131,POINT (-73.949131 40.799669)
2,4507,23,2045070023,2045070023,211,2766,BARKER AVENUE,2766 BARKER AVENUE,LOUIS ZIMMERMAN PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1020555,254870,40.86616,-73.868741,POINT (-73.868741 40.86616)
2,3840,1,2038400001,2038400001,209,1188,ZEREGA AVENUE,1188 ZEREGA AVENUE,CASTLE HILL LL BALLFIELD,PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,1027408,242614,40.83249,-73.844043,POINT (-73.844043 40.83249)
4,3963,1,4039630001,4039630001,407,,7 AVENUE,7 AVENUE,ADDITION TO PWELLS COVE PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1029751,227995,40.792353,-73.835675,POINT (-73.835675 40.792353)
1,1485,58,1014850058,1014850058,108,3,FDR DRIVE,3 FDR DRIVE,CONSOLIDATED EDISON CO OF NY,DCAS,1900,IN USE-TENANTED,M,1,6,LEASED OUT TO PRIVATE TENANT,,,L,997969,218619,40.766725,-73.950474,POINT (-73.950474 40.766725)
4,12117,6,4121170006,4121170006,412,,,,SOUTHERN PARKWAY,PARKS,420,MALL/TRIANGLE/HIGHWAY STRIP/PARK STRIP,C,1,3,CULTURAL & RECREATIONAL USE,,,,1042012,182276,40.666794,-73.791788,POINT (-73.791788 40.666794)
1,2004,92,1020040092,1020040092,109,,,,W. 125TH STREET ESPLANADE,DSBS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,995058,238135,40.820295,-73.960951,POINT (-73.960951 40.820295)
5,3542,26,5035420026,5035420026,502,,NAUGHTON AVENUE,NAUGHTON AVENUE,LAST CHANCE POND PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,957009,152657,40.585643,-74.098075,POINT (-74.098075 40.585643)
3,5587,52,3055870052,3055870052,312,1065,41 STREET,1065 41 STREET,FUTURE SCHOOL,EDUC,213,ACADEMIC HIGH SCHOOL,P,1,2,EDUCATIONAL USE,L,,,986341,173469,40.642809,-73.992465,POINT (-73.992465 40.642809)
1,480,17,1004800017,1004800017,102,44-46,SPRING STREET,44-46 SPRING STREET,DESALVIO PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,985327,202192,40.721647,-73.996115,POINT (-73.996115 40.721647)
1,94,25,1000940025,1000940025,101,100,GOLD STREET,100 GOLD STREET,OFFICE BLDG,PRIV,100,OFFICE,C,1,1,OFFICE USE,,,,983351,197986,40.710103,-74.003243,POINT (-74.003243 40.710103)
1,1696,51,1016960051,1016960051,111,,FRANKLIN D ROOSEVELT,FRANKLIN D ROOSEVELT,,DOT,890,OTHER TRANSPORTATION FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1001366,225891,40.786678,-73.938192,POINT (-73.938192 40.786678)
2,2945,25,2029450025,2029450025,206,,ARTHUR AVENUE,ARTHUR AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1013616,246848,40.844167,-73.893863,POINT (-73.893863 40.844167)
5,487,100,5004870100,5004870100,501,455,FRONT STREET,455 FRONT STREET,HOMEPORT/NEW STAPLETON WTRFRNT,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,964505,169049,40.630655,-74.071135,POINT (-74.071135 40.630655)
5,6507,46,5065070046,5065070046,503,,BERTRAM AVENUE,BERTRAM AVENUE,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934353,132807,40.53106,-74.179496,POINT (-74.179496 40.53106)
5,7773,80,5077730080,5077730080,503,,AMBOY ROAD,AMBOY ROAD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,920106,128145,40.518172,-74.230703,POINT (-74.230703 40.518172)
4,3897,37,4038970037,4038970037,406,88-11,70 ROAD,88-11 70 ROAD,GLENDALE YARD ADDITION,DOT,1012,OUTDOOR STORAGE - EQUIPMENT,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1024811,197401,40.708404,-73.8537,POINT (-73.8537 40.708404)
3,3025,46,3030250046,3030250046,301,123,TEN EYCK WALK,123 TEN EYCK WALK,WILLIAMSBURG HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,999616,198107,40.710422,-73.944575,POINT (-73.944575 40.710422)
5,3542,19,5035420019,5035420019,502,,CLETUS STREET,CLETUS STREET,LAST CHANCE POND.PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,956945,152544,40.585332,-74.098305,POINT (-74.098305 40.585332)
3,7793,77,3077930077,3077930077,318,,E 46 AVE,E 46 AVE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1003175,167345,40.62598,-73.931824,POINT (-73.931824 40.62598)
2,5716,261,2057160261,2057160261,208,,PALISADE AVENUE,PALISADE AVENUE,SPUYTEN DUYVIL PARK/CTR PLOTS,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1006199,259640,40.879299,-73.920629,POINT (-73.920629 40.879299)
4,267,25,4002670025,4002670025,402,26-46,JACKSON AVENUE,26-46 JACKSON AVENUE,DOE SCHOOL SAFETY PARKING LOT,EDUC,1021,OUTDOOR PARKING - AGENCY VEHICLES,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1000782,211366,40.746812,-73.940336,POINT (-73.940336 40.746812)
3,7387,1,3073870001,3073870001,315,2935,AVENUE W,2935 AVENUE W,SHEEPSHEAD BAY HOUSES/PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,M,1,3,CULTURAL & RECREATIONAL USE,,,,1000960,156884,40.597271,-73.939829,POINT (-73.939829 40.597271)
3,139,1,3001390001,3001390001,302,209,JORALEMON STREET,209 JORALEMON STREET,BROOKLYN BOROUGH HALL/PARK,DCAS,1380,CUSTODIAL,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,987031,191992,40.69365,-73.989971,POINT (-73.989971 40.69365)
3,4010,1,3040100001,3040100001,305,337,VAN SICLEN AVENUE,337 VAN SICLEN AVENUE,EAST NEW YORK I URA,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1014830,183996,40.671651,-73.889762,POINT (-73.889762 40.671651)
3,4140,13,3041400013,3041400013,305,3208,FULTON STREET,3208 FULTON STREET,CYPRESS HILLS SR CTR,AGING,752,SENIOR CENTER,P,1,5,HEALTH & SOCIAL SERVICES USE,L,,,1018399,187789,40.682049,-73.876876,POINT (-73.876876 40.682049)
3,1808,164,3018080164,3018080164,303,465,GATES AVENUE,465 GATES AVENUE,ARMSTRONG HOUSES 1,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,998542,189461,40.686692,-73.948467,POINT (-73.948467 40.686692)
5,6110,625,5061100625,5061100625,503,,ARTHUR KILL ROAD,ARTHUR KILL ROAD,SOUTH SHORE COUNTRY CLUB PARK,PARKS,464,GOLF COURSE,C,1,3,CULTURAL & RECREATIONAL USE,,,,927362,141933,40.556067,-74.204722,POINT (-74.204722 40.556067)
5,7348,1,5073480001,5073480001,503,,HARGOLD AVENUE,HARGOLD AVENUE,BLOOMINGDALE PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,922656,133495,40.532875,-74.221581,POINT (-74.221581 40.532875)
1,241,10,1002410010,1002410010,103,,,,FORMER PIERS 33 AND 34,DSBS,1530,NO USE-WATERFRONT (ANY AGENCY),C,3,8,PROPERTY WITH NO USE,,D,,987030,197654,40.709191,-73.989973,POINT (-73.989973 40.709191)
5,1410,250,5014100250,5014100250,501,,WESTERN AVENUE,WESTERN AVENUE,HOWLAND HOOK MARINE DIST CTR,DSBS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,932078,171535,40.637347,-74.187979,POINT (-74.187979 40.637347)
3,3780,1,3037800001,3037800001,316,365,POWELL STREET,365 POWELL STREET,WOODSON HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1011258,181833,40.665725,-73.902647,POINT (-73.902647 40.665725)
5,3760,40,5037600040,5037600040,502,,FREEBORN STREET,FREEBORN STREET,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,959481,149791,40.577783,-74.089165,POINT (-74.089165 40.577783)
5,545,100,5005450100,5005450100,501,181,GORDON STREET,181 GORDON STREET,STAPLETON HOUSES AND SENIOR CENTER,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,961686,166056,40.622433,-74.081281,POINT (-74.081281 40.622433)
4,2274,2,4022740002,4022740002,409,120-55,QUEENS BOULEVARD,120-55 QUEENS BOULEVARD,QUEENS BOROUGH HALL,DEP,130,BOROUGH OFFICE,C,1,1,OFFICE USE,,,,1031933,199455,40.714006,-73.827997,POINT (-73.827997 40.714006)
5,1073,102,5010730102,5010730102,501,00086-88,RICHMOND AVENUE,00086-88 RICHMOND AVENUE,,DSBS,1510,NO USE-NON RESIDENTIAL STRUCTURE,C,3,8,PROPERTY WITH NO USE,,,,947363,172061,40.638868,-74.132909,POINT (-74.132909 40.638868)
4,508,10,4005080010,4005080010,401,,MAIN AVENUE,MAIN AVENUE,GOODWILL PARK,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1003088,220621,40.77221,-73.931988,POINT (-73.931988 40.77221)
4,4406,1,4044060001,4044060001,407,133-25,DOWNING STREET,133-25 DOWNING STREET,SEWER MAINTENANCE GARAGE,DEP,940,COMBINED MAINTENANCE/STORAGE FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1029852,218882,40.76734,-73.835372,POINT (-73.835372 40.76734)
4,1373,23,4013730023,4013730023,403,,100 STREET,100 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1020219,217568,40.763777,-73.870155,POINT (-73.870155 40.763777)
1,1946,1,1019460001,1019460001,110,370,WEST  120 STREET,370 WEST  120 STREET,PS 180,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,996468,233499,40.807569,-73.955865,POINT (-73.955865 40.807569)
5,3716,14,5037160014,5037160014,502,,ROWAN STREET,ROWAN STREET,NEW CREEK BLUEBELT  PHASE 4,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,958705,150195,40.57889,-74.09196,POINT (-74.09196 40.57889)
3,8680,27,3086800027,3086800027,313,128,BRIGHTON BEACH AVENUE,128 BRIGHTON BEACH AVENUE,TEMP. BRIGHTON BEACH LIBRARY,BPL,332,BRANCH LIBRARY,P,1,3,CULTURAL & RECREATIONAL USE,L,,,993387,149172,40.576114,-73.967109,POINT (-73.967109 40.576114)
4,4127,2,4041270002,4041270002,407,,,,COLLEGE POINT INDUSTRIAL PARK,EDC,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1031974,224793,40.783553,-73.82767,POINT (-73.82767 40.783553)
4,926,1,4009260001,4009260001,480,,FLUSHING AVENUE,FLUSHING AVENUE,LAGUARDIA AIRPORT,EDC,820,AIRPORT,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,D,L,1019004,221563,40.774748,-73.874521,POINT (-73.874521 40.774748)
2,2429,1,2024290001,2024290001,204,1100,TELLER AVENUE,1100 TELLER AVENUE,TELLER AVE-EAST 166TH ST HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1008434,241692,40.830031,-73.912611,POINT (-73.912611 40.830031)
4,3637,25,4036370025,4036370025,405,,OTTO ROAD,OTTO ROAD,CENTRAL AVENUE,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1013876,194947,40.701712,-73.893152,POINT (-73.893152 40.701712)
2,2364,60,2023640060,2023640060,201,3124,THIRD AVENUE,3124 THIRD AVENUE,,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1008886,238808,40.822114,-73.910988,POINT (-73.910988 40.822114)
5,5613,218,5056130218,5056130218,503,,DRUMGOOLE ROAD EAST,DRUMGOOLE ROAD EAST,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,936337,142762,40.558395,-74.17243,POINT (-74.17243 40.558395)
5,4792,69,5047920069,5047920069,503,92,FOX BEACH AVENUE,92 FOX BEACH AVENUE,STATEN ISLAND LEVEE PROJECT PHASE 2,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,952490,140357,40.551867,-74.114287,POINT (-74.114287 40.551867)
2,5529,650,2055290650,2055290650,210,,DARE PLACE,DARE PLACE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1038822,234950,40.811391,-73.802859,POINT (-73.802859 40.811391)
3,3507,5,3035070005,3035070005,316,107,WATKINS STREET,107 WATKINS STREET,ENG 231  LAD 120  BAT 44,FIRE,520,FIREHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,1009828,183599,40.670577,-73.907795,POINT (-73.907795 40.670577)
5,487,310,5004870310,5004870310,501,,HANNAH STREET,HANNAH STREET,HANNAH STREET PUMPING STATION,DEP,1112,WASTEWATER PUMPING STATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,963528,171122,40.636343,-74.074662,POINT (-74.074662 40.636343)
2,2468,1,2024680001,2024680001,204,851,GRAND CONCOURSE,851 GRAND CONCOURSE,BRONX SUPREME COUNTY COURTHOUSE,OCA,100,OFFICE,C,1,1,OFFICE USE,,,,1005339,240326,40.82629,-73.923799,POINT (-73.923799 40.82629)
2,2303,14,2023030014,2023030014,201,348,EAST  141 STREET,348 EAST  141 STREET,ALEXANDER ALLEY PARK,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1005502,234940,40.811507,-73.923227,POINT (-73.923227 40.811507)
3,5056,115,3050560115,3050560115,309,123,CLARKSON AVENUE,123 CLARKSON AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,996550,178098,40.655506,-73.95567,POINT (-73.95567 40.655506)
1,125,20,1001250020,1001250020,101,100,CHURCH STREET,100 CHURCH STREET,100 CHURCH STREET,DEP,100,OFFICE,P,1,1,OFFICE USE,L,,,981440,199146,40.713286,-74.010136,POINT (-74.010136 40.713286)
1,1736,22,1017360022,1017360022,110,39,WEST  138 STREET,39 WEST  138 STREET,WILLIAM MCCRAY PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,1001561,236366,40.815429,-73.93746,POINT (-73.93746 40.815429)
4,10150,6,4101500006,4101500006,412,10851,UNION HALL STREET,10851 UNION HALL STREET,,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1042215,192558,40.695014,-73.790967,POINT (-73.790967 40.695014)
3,6399,40,3063990040,3063990040,311,109,BAY   14 STREET,109 BAY   14 STREET,P.S. 807 (K807),EDUC,200,EDUCATIONAL FACILITY,C,1,2,EDUCATIONAL USE,,,,982136,160277,40.6066,-74.007613,POINT (-74.007613 40.6066)
1,374,17,1003740017,1003740017,103,716,EAST    5 STREET,716 EAST    5 STREET,EL JARDIN DEL PARAISO PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,990082,202437,40.722318,-73.97896,POINT (-73.97896 40.722318)
3,7208,320,3072080320,3072080320,313,2600,WEST   11 STREET,2600 WEST   11 STREET,EXPANDED BMT CONEY ISLAND YARD,NYCTA,863,TRANSIT YARD,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,989852,152952,40.586493,-73.979831,POINT (-73.979831 40.586493)
2,4411,299,2044110299,2044110299,211,,BRONX PARK EAST,BRONX PARK EAST,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1030816,251856,40.857839,-73.831663,POINT (-73.831663 40.857839)
5,7771,68,5077710068,5077710068,503,,ADELPHI AVENUE,ADELPHI AVENUE,LONG POND PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,919766,127263,40.515749,-74.231918,POINT (-74.231918 40.515749)
2,4171,1,2041710001,2041710001,210,3040,ROBERTS AVENUE,3040 ROBERTS AVENUE,P.S.  71 TRANSPORTABLE,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1031405,247317,40.845378,-73.829566,POINT (-73.829566 40.845378)
5,5802,38,5058020038,5058020038,503,00000,ARTHUR KILL ROAD,00000 ARTHUR KILL ROAD,ARDEN HEIGHTS WOODS   R-120,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,929820,143402,40.560114,-74.195888,POINT (-74.195888 40.560114)
3,868,1,3008680001,3008680001,307,,6 AVENUE,6 AVENUE,DETECTIVE JOSEPH MAYROSE PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,987565,180465,40.662011,-73.988051,POINT (-73.988051 40.662011)
2,2419,23,2024190023,2024190023,203,323,EAST  159 STREET,323 EAST  159 STREET,EMS STATION 55 PARKING,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,1007336,239421,40.823801,-73.916587,POINT (-73.916587 40.823801)
3,1470,23,3014700023,3014700023,316,1736,STERLING PLACE,1736 STERLING PLACE,HOWARD AVENUE - PARK PLACE,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1006107,183643,40.670708,-73.921208,POINT (-73.921208 40.670708)
4,4364,71,4043640071,4043640071,407,,ULMER STREET,ULMER STREET,COLLEGE POINT INDUSTRIAL PARK,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1029696,220172,40.770881,-73.835927,POINT (-73.835927 40.770881)
4,11694,27,4116940027,4116940027,410,130-01,ROCKAWAY BOULEVARD,130-01 ROCKAWAY BOULEVARD,P.S. 96 TRANSPORTABLE,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1037490,185392,40.675375,-73.808063,POINT (-73.808063 40.675375)
3,726,1,3007260001,3007260001,307,148,43 STREET,148 43 STREET,WAREHOUSE STORAGE,NYPD,900,INDOOR MAINTENANCE/STORAGE/GARAGE FACILITY,P,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",L,,,980297,177326,40.653395,-74.014246,POINT (-74.014246 40.653395)
1,168,32,1001680032,1001680032,101,125,WORTH STREET,125 WORTH STREET,HEALTH BUILDING-125 WORTH ST,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,M,983598,200014,40.715669,-74.002352,POINT (-74.002352 40.715669)
1,913,7,1009130007,1009130007,106,210,EAST   33 STREET,210 EAST   33 STREET,PS 116,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,990366,210492,40.744427,-73.977928,POINT (-73.977928 40.744427)
3,8707,370,3087070370,3087070370,313,66,NEPTUNE AVENUE,66 NEPTUNE AVENUE,BMT BRIGHTON BEACH R.O.W,NYCTA,861,TRANSIT WAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,995904,150756,40.580459,-73.958046,POINT (-73.958046 40.580459)
5,545,50,5005450050,5005450050,501,35,HILL STREET,35 HILL STREET,PS 14 AND STAPLETON HOUSES PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,962108,166428,40.623456,-74.079762,POINT (-74.079762 40.623456)
4,9499,31,4094990031,4094990031,409,101-64,132 STREET,101-64 132 STREET,FHA REPOSSESSED HOUSES GROUP 5,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1035618,191145,40.691177,-73.814768,POINT (-73.814768 40.691177)
3,3729,24,3037290024,3037290024,316,1886,PITKIN AVENUE,1886 PITKIN AVENUE,E BROOKLYN INDUSTRIAL INCUBATOR,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1011045,183581,40.670524,-73.903408,POINT (-73.903408 40.670524)
1,1922,14,1019220014,1019220014,110,00231,WEST  116 STREET,00231 WEST  116 STREET,,HPD,1400,RESIDENTIAL,C,2,9,PROPERTY WITH RESIDENTIAL USE,,D,,996995,232250,40.80414,-73.953964,POINT (-73.953964 40.80414)
